symbol,name,sector,industry
DANISH,Danish Power Limited,,
DATAMATICS,Datamatics Global Services Limited,,
DATAPATTNS,Data Patterns (India) Limited,,
DAVANGERE,Davangere Sugar Company Limited,,
DBCORP,D. B. Corp Limited,,
DBEIL,Deepak Builders & Engineers India Limited,,
DBL,Dilip Buildcon Limited,,
DBOL,Dhampur Bio Organics Limited,,
DBREALTY,Valor Estate Limited,,
DBSTOCKBRO,DB (International) Stock Brokers Limited,,
DCAL,Dishman Carbogen Amcis Limited,,
DCBBANK,DCB Bank Limited,,
DCCL,Dar Credit & Capital Limited,,
DCG,DCG Cables & Wires Limited,,
DCI,DC Infotech and Communication Limited,,
DCM,DCM Limited,,
DCMFINSERV,DCM Financial Services Limited,,
DCMNVL,DCM Nouvelle Limited,,
DCMSHRIRAM,DCM Shriram Limited,,
DCMSIL,DCM Shriram International Limited,,
DCMSRIND,DCM Shriram Industries Limited,,
DCW,DCW Limited,,
DCXINDIA,DCX Systems Limited,,
DDEVPLSTIK,Ddev Plastiks Industries Limited,,
DECCANCE,Deccan Cements Limited,,
DECCANTRAN,Deccan Transcon Leasing Limited,,
DECNGOLD,Deccan Gold Mines Limited,,
DEEDEV,DEE Development Engineers Limited,,
DEEM,Deem Roll-Tech Limited,,
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,,
DEEPAKNTR,Deepak Nitrite Limited,,
DEEPINDS,Deep Industries Limited,,
DELAPLEX,Delaplex Limited,,
DELHIVERY,Delhivery Limited,,
DELPHIFX,Delphi World Money Limited,,
DELTACORP,Delta Corp Limited,,
DELTAMAGNT,Delta Manufacturing Limited,,
DELTIC,Delta Autocorp Limited,,
DEN,DEN Networks Limited,,
DENEERS,De Neers Tools Limited,,
DENORA,De Nora India Limited,,
DENTA,Denta Water and Infra Solutions Limited,,
DENTALKART,Vasa Denticity Limited,,
DESTINY,Destiny Logistics & Infra Limited,,
DEVIT,Dev Information Technology Limited,,
DEVX,Dev Accelerator Limited,,
DEVYANI,Devyani International Limited,,
DGCONTENT,Digicontent Limited,,
DHAMPURSUG,Dhampur Sugar Mills Limited,,
DHANBANK,Dhanlaxmi Bank Limited,,
DHANLAXMI,Dhanlaxmi Crop Science Limited,,
DHANSA,Dhansa Labs Limited,,
DHANUKA,Dhanuka Agritech Limited,,
DHARAN,Dharan Infra-EPC Limited,,
DHARARAIL,Dhara Rail Projects Limited,,
DHARIWAL,Dhariwal Corp Limited,,
DHARMAJ,Dharmaj Crop Guard Limited,,
DHRUV,Dhruv Consultancy Services Limited,,
DHTL,DocMode Health Technologies Limited,,
DHUNINV,Dhunseri Investments Limited,,
DIACABS,Diamond Power Infrastructure Limited,,
DIAMINESQ,Diamines and Chemicals Limited,,
DIAMONDYD,Prataap Snacks Limited,,
DICIND,DIC India Limited,,
DIFFNKG,Diffusion Engineers Limited,,
DIGIDRIVE,Digidrive Distributors Limited,,
DIGIKORE,Digikore Studios Limited,,
DIGISPICE,DiGiSPICE Technologies Limited,,
DIGITIDE,Digitide Solutions Limited,,
DIGJAMLMTD,Digjam Limited,,
DIL,Debock Industries Limited,,
DIRL,Dhanuka Infra Realty Limited,,
DISAQ,DISA India Limited,,
DISHTV,Dish TV India Limited,,
DIVGIITTS,Divgi TorqTransfer Systems Limited,,
DIVINEHIRA,Divine Hira Jewellers Limited,,
DIVISLAB,Divi's Laboratories Limited,,
DIVYADHAN,Divyadhan Recycling Industries Limited,,
DIXON,Dixon Technologies (India) Limited,,
DJML,DJ Mediaprint & Logistics Limited,,
DKEGL,D.K. Enterprises Global Limited,,
DLF,DLF Limited,,
DLINKINDIA,D-Link (India) Limited,,
DMART,Avenue Supermarts Limited,,
DMCC,DMCC Speciality Chemicals Limited,,
DNAMEDIA,Diligent Media Corporation Limited,,
DODLA,Dodla Dairy Limited,,
DOLATALGO,Dolat Algotech Limited,,
DOLLAR,Dollar Industries Limited,,
DOLLEX,Dollex Agrotech Limited,,
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,,
DOMS,DOMS Industries Limited,,
DONEAR,Donear Industries Limited,,
DPABHUSHAN,D. P. Abhushan Limited,,
DPEL,Divine Power Energy Limited,,
DPSCLTD,India Power Corporation Limited,,
DPWIRES,D.P. Wires Limited,,
DRAGARWQ,Dr. Agarwal's Eye Hospital Limited,,
DRCSYSTEMS,DRC Systems India Limited,,
DREAMFOLKS,Dreamfolks Services Limited,,
DREDGECORP,Dredging Corporation of India Limited,,
DRONE,Drone Destination Limited,,
DRREDDY,Dr. Reddy's Laboratories Limited,,
DRSCARGO,DRS Cargo Movers Ltd,,
DRSDILIP,DRS Dilip Roadlines Limited,,
DSFCL,DCM Shriram Fine Chemicals Limited,,
DSSL,Dynacons Systems & Solutions Limited,,
DTIL,Dhunseri Tea & Industries Limited,,
DTL,Diensten Tech Limited,,
DUCOL,Ducol Organics And Colours Limited,,
DUCON,Ducon Infratechnologies Limited,,
DUGLOBAL,DUDigital Global Limited,,
DURLAX,Durlax Top Surface Limited,,
DVL,Dhunseri Ventures Limited,,
DWARKESH,Dwarikesh Sugar Industries Limited,,
DYCL,Dynamic Cables Limited,,
DYNAMATECH,Dynamatic Technologies Limited,,
DYNAMIC,Dynamic Services & Security Limited,,
DYNPRO,Dynemic Products Limited,,
E2E,E2E Networks Limited,,
E2ERAIL,E to E Transportation Infrastructure Limited,,
EASEMYTRIP,Easy Trip Planners Limited,,
EASTSILK,Eastern Silk Industries Limited,,
EBGNG,GNG Electronics Limited,,
ECLERX,eClerx Services Limited,,
ECOLINE,Ecoline Exim Limited,,
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,,
EDELWEISS,Edelweiss Financial Services Limited,,
EDUCOMP,Educomp Solutions Limited,,
EEPL,Eppeltone Engineers Limited,,
EFACTOR,E Factor Experiences Limited,,
EFCIL,EFC (I) Limited,,
EFFWA,Effwa Infra & Research Limited,,
EFORCE,Electro Force (India) Limited,,
EICHERMOT,Eicher Motors Limited,,
EIDPARRY,E.I.D.- Parry (India) Limited,,
EIEL,Enviro Infra Engineers Limited,,
EIFFL,Euro India Fresh Foods Limited,,
EIHAHOTELS,EIH Associated Hotels Limited,,
EIHOTEL,EIH Limited,,
EIMCOELECO,Eimco Elecon (India) Limited,,
EKC,Everest Kanto Cylinder Limited,,
ELANTAS,ELANTAS Beck India Limited,,
ELCIDIN,Elcid Investments Limited,,
ELDEHSG,Eldeco Housing and Industries Limited,,
ELECON,Elecon Engineering Company Limited,,
ELECTCAST,Electrosteel Castings Limited,,
ELECTHERM,Electrotherm (India) Limited,,
ELGIEQUIP,Elgi Equipments Limited,,
ELGIRUBCO,Elgi Rubber Company Limited,,
ELGNZ,Eleganz Interiors Limited,,
ELIN,Elin Electronics Limited,,
ELITECON,Elitecon International Limited,,
ELLEN,Ellenbarrie Industrial Gases Limited,,
ELPROINTL,Elpro International Limited,,
EMAMILTD,Emami Limited,,
EMAMIPAP,Emami Paper Mills Limited,,
EMAMIREAL,Emami Realty Limited,,
EMAPARTNER,EMA Partners India Limited,,
EMBASSY,Embassy Office Parks REIT,,
EMBDL,Embassy Developments Limited,,
EMCURE,Emcure Pharmaceuticals Limited,,
EMIL,Electronics Mart India Limited,,
EMKAY,Emkay Global Financial Services Limited,,
EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,,
EMMBI,Emmbi Industries Limited,,
EMMIL,Energy-Mission Machineries (India) Limited,,
EMMVEE,Emmvee Photovoltaic Power Limited,,
EMPOWER,Empower India Limited,,
EMSLIMITED,EMS Limited,,
EMUDHRA,eMudhra Limited,,
ENCOMPAS,Encompass Design India Limited,,
ENDURANCE,Endurance Technologies Limited,,
ENERGYDEV,Energy Development Company Limited,,
ENFUSE,Enfuse Solutions Limited,,
ENGINERSIN,Engineers India Limited,,
ENIL,Entertainment Network (India) Limited,,
ENRIN,Siemens Energy India Limited,,
ENSER,Enser Communications Limited,,
ENTERO,Entero Healthcare Solutions Limited,,
ENVIRO,Envirotech Systems Limited,,
EPACK,EPACK Durable Limited,,
EPACKPEB,EPack Prefab Technologies Limited,,
EPIGRAL,Epigral Limited,,
EPL,EPL Limited,,
EPWINDIA,EPW India Limited,,
EQUIPPP,Equippp Social Impact Technologies Limited,,
EQUITASBNK,Equitas Small Finance Bank Limited,,
ERIS,Eris Lifesciences Limited,,
EROSMEDIA,Eros International Media Limited,,
ESABINDIA,ESAB India Limited,,
ESAFSFB,ESAF Small Finance Bank,,
ESCONET,Esconet Technologies Limited,,
ESCORTS,Escorts Kubota Limited,,
ESFL,Essen Speciality Films Limited,,
ESPRIT,Esprit Stones Limited,,
ESSARSHPNG,Essar Shipping Limited,,
ESSENTIA,Integra Essentia Limited,,
ESTER,Ester Industries Limited,,
ETERNAL,Eternal Limited,,
ETHOSLTD,Ethos Limited,,
ETL,Emkay Tools Limited,,
ETML,Emerald Tyre Manufacturers Limited,,
EUREKAFORB,Eureka Forbes Limited,,
EUROBOND,Euro Panel Products Limited,,
EUROPRATIK,Euro Pratik Sales Limited,,
EUROTEXIND,Eurotex Industries and Exports Limited,,
EVEREADY,Eveready Industries India Limited,,
EVERESTIND,Everest Industries Limited,,
EXCELINDUS,Excel Industries Limited,,
EXCELLENT,Excellent Wires and Packaging Limited,,
EXCELSOFT,Excelsoft Technologies Limited,,
EXICOM,Exicom Tele-Systems Limited,,
EXIDEIND,Exide Industries Limited,,
EXIMROUTES,Exim Routes Limited,,
EXPLEOSOL,Expleo Solutions Limited,,
EXXARO,Exxaro Tiles Limited,,
FABTECH,Fabtech Technologies Limited,,
FACT,The Fertilisers and Chemicals Travancore Limited,,
FAIRCHEMOR,Fairchem Organics Limited,,
FAZE3Q,Faze Three Limited,,
FCL,Fineotex Chemical Limited,,
FCONSUMER,Future Consumer Limited,,
FCSSOFT,FCS Software Solutions Limited,,
FDC,FDC Limited,,
FEDDERSHOL,Fedders Holding Limited,,
FEDERALBNK,The Federal Bank Limited,,
FEDFINA,Fedbank Financial Services Limited,,
FEL,Future Enterprises Limited,,
FELDVR,Future Enterprises Limited,,
FELIX,Felix Industries Limited,,
FERMENTA,Fermenta Biotech Limited,,
FIBERWEB,Fiberweb (India) Limited,,
FIDEL,Fidel Softech Limited,,
FIEMIND,Fiem Industries Limited,,
FILATEX,Filatex India Limited,,
FILATFASH,Filatex Fashions Limited,,
FINBUD,Finbud Financial Services Limited,,
FINCABLES,Finolex Cables Limited,,
FINEORG,Fine Organic Industries Limited,,
FINKURVE,Finkurve Financial Services Limited,,
FINOPB,Fino Payments Bank Limited,,
FINPIPE,Finolex Industries Limited,,
FIRSTCRY,Brainbees Solutions Limited,,
FISCHER,Fischer Medical Ventures Limited,,
FIVESTAR,Five-Star Business Finance Limited,,
FLAIR,Flair Writing Industries Limited,,
FLEXITUFF,Flexituff Ventures International Limited,,
FLFL,Future Lifestyle Fashions Limited,,
FLUOROCHEM,Gujarat Fluorochemicals Limited,,
FLYSBS,FlySBS Aviation Limited,,
FMGOETZE,Federal-Mogul Goetze (India) Limited,,
FMNL,Future Market Networks Limited,,
FOCE,Foce India Limited,,
FOCUS,Focus Lighting and Fixtures Limited,,
FONEBOX,Fonebox Retail Limited,,
FOODSIN,Foods and Inns Limited,,
FORCAS,Forcas Studio Limited,,
FORCEMOT,Force Motors Limited,,
FORGEAUTO,Forge Auto International Limited,,
FORTIS,Fortis Healthcare Limited,,
FOSECOIND,Foseco India Limited,,
FRACTAL,Fractal Analytics Limited,,
FRESHARA,Freshara Agro Exports Limited,,
FROG,Frog Cellsat Limited,,
FRONTSP,Frontier Springs Limited,,
FSL,Firstsource Solutions Limited,,
FUSION,Fusion Finance Limited,,
FUSIONPP,Fusion Finance Limited,,
FWSTC,Flywings Simulator Training Centre Limited,,
GABRIEL,Gabriel India Limited,,
GAEL,Gujarat Ambuja Exports Limited,,
GAIL,GAIL (India) Limited,,
GAJANAND,Gajanand International Limited,,
GALAPREC,Gala Precision Engineering Limited,,
GALAXYSURF,Galaxy Surfactants Limited,,
GALLANTT,Gallantt Ispat Limited,,
GANDHAR,Gandhar Oil Refinery (India) Limited,,
GANDHITUBE,Gandhi Special Tubes Limited,,
GANECOS,Ganesha Ecosphere Limited,,
GANESHBE,Ganesh Benzoplast Limited,,
GANESHCP,Ganesh Consumer Products Limited,,
GANESHHOU,Ganesh Housing Limited,,
GANESHIN,Ganesh Infraworld Limited,,
GANGABATH,Ganga Bath Fittings Limited,,
GANGAFORGE,Ganga Forging Limited,,
GANGESSECU,Ganges Securities Limited,,
GARFIBRES,Garware Technical Fibres Limited,,
GARUDA,Garuda Construction and Engineering Limited,,
GATECH,GACM Technologies Limited,,
GATECHDVR,GACM Technologies Limited,,
GATEWAY,Gateway Distriparks Limited,,
GAUDIUMIVF,Gaudium IVF and Women Health Limited,,
GAYAHWS,Gayatri Highways Limited,,
GAYAPROJ,Gayatri Projects Limited,,
GCHOTELS,Grand Continent Hotels Limited,,
GCSL,Gretex Corporate Services Limited,,
GEECEE,GeeCee Ventures Limited,,
GEEKAYWIRE,Geekay Wires Limited,,
GEMAROMA,Gem Aromatics Limited,,
GENCON,Generic Engineering Construction and Projects Limited,,
GENESYS,Genesys International Corporation Limited,,
GENSOL,Gensol Engineering Limited,,
GENUSPAPER,Genus Paper & Boards Limited,,
GENUSPOWER,Genus Power Infrastructures Limited,,
GENXAI,Genxai Analytics Limited,,
GEOJITFSL,Geojit Financial Services Limited,,
GESHIP,The Great Eastern Shipping Company Limited,,
GFLLIMITED,GFL Limited,,
GFSTEELS,Grand Foundry Limited,,
GGBL,Ganesh Green Bharat Limited,,
GHCL,GHCL Limited,,
GHCLTEXTIL,GHCL Textiles Limited,,
GICHSGFIN,GIC Housing Finance Limited,,
GICL,Globe International Carriers Limited,,
GICRE,General Insurance Corporation of India,,
GILLANDERS,Gillanders Arbuthnot and Company Limited,,
GILLETTE,Gillette India Limited,,
GINNIFILA,Ginni Filaments Limited,,
GIPCL,Gujarat Industries Power Company Limited,,
GIRIRAJ,Giriraj Civil Developers Limited,,
GJL,Grover Jewells Limited,,
GKENERGY,GK Energy Limited,,
GKSL,Gujarat Kidney And Super Speciality Limited,,
GKWLIMITED,GKW Limited,,
GLAND,Gland Pharma Limited,,
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,,
GLENMARK,Glenmark Pharmaceuticals Limited,,
GLFL,Gujarat Lease Financing Limited,,
GLOBAL,Global Education Limited,,
GLOBALE,Globale Tessile Limited,,
GLOBALPET,Global Pet Industries Limited,,
GLOBALVECT,Global Vectra Helicorp Limited,,
GLOBE,Globe Enterprises (India) Limited,,
GLOBECIVIL,Globe Civil Projects Limited,,
GLOBUSSPR,Globus Spirits Limited,,
GLOSTERLTD,Gloster Limited,,
GLOTTIS,Glottis Limited,,
GMBREW,G.M. Breweries Limited,,
GMDCLTD,Gujarat Mineral Development Corporation Limited,,
GML,Galaxy Medicare Limited,,
GMMPFAUDLR,GMM Pfaudler Limited,,
GMRAIRPORT,GMR Airports Limited,,
GMRP_UI,GMR Power And Urban Infra Limited,,
GNA,G N A Axles Limited,,
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,,
GNRL,Gujarat Natural Resources Limited,,
GOACARBON,Goa Carbon Limited,,
GOCLCORP,GOCL Corporation Limited,,
GOCOLORS,Go Fashion (India) Limited,,
GODAVARIB,Godavari Biorefineries Limited,,
GODFRYPHLP,Godfrey Phillips India Limited,,
GODIGIT,Go Digit General Insurance Limited,,
GODREJAGRO,Godrej Agrovet Limited,,
GODREJCP,Godrej Consumer Products Limited,,
GODREJIND,Godrej Industries Limited,,
GODREJPROP,Godrej Properties Limited,,
GOENKA,Goenka Diamond and Jewels Limited,,
GOKEX,Gokaldas Exports Limited,,
GOKUL,Gokul Refoils & Solvent Limited,,
GOKULAGRO,Gokul Agro Resources Limited,,
GOLDENTOBC,Golden Tobacco Limited,,
GOLDIAM,Goldiam International Limited,,
GOLDKART,Goldkart Jewels Limited,,
GOLDSTAR,Goldstar Power Limited,,
GOLDTECH,AION-TECH Solutions Limited,,
GOODLUCK,Goodluck India Limited,,
GOODYEAR,Goodyear India Limited,,
GOPAL,Gopal Snacks Limited,,
GOYALALUM,Goyal Aluminiums Limited,,
GOYALSALT,Goyal Salt Limited,,
GPECO,GP ECO Solutions India Limited,,
GPIL,Godawari Power & Ispat Limited,,
GPPL,Gujarat Pipavav Port Limited,,
GPTHEALTH,GPT Healthcare Limited,,
GPTINFRA,GPT Infraprojects Limited,,
GRADIENTE,Gradiente Infotainment Limited,,
GRANDOAK,Grand Oak Canyons Distillery Limited,,
GRANULES,Granules India Limited,,
GRAPHISAD,Graphisads Limited,,
GRAPHITE,Graphite India Limited,,
GRASIM,Grasim Industries Limited,,
GRAUWEIL,Grauer & Weil (India) Limited,,
GRAVISSHO,Graviss Hospitality Limited,,
GRAVITA,Gravita India Limited,,
GRCL,Gayatri Rubbers and Chemicals Limited,,
GREAVESCOT,Greaves Cotton Limited,,
GREENCHEF,Greenchef Appliances Limited,,
GREENLAM,Greenlam Industries Limited,,
GREENLEAF,Greenleaf Envirotech Limited,,
GREENPANEL,Greenpanel Industries Limited,,
GREENPLY,Greenply Industries Limited,,
GREENPOWER,Orient Green Power Company Limited,,
GRETEX,Gretex Industries Limited,,
GRINDWELL,Grindwell Norton Limited,,
GRINFRA,G R Infraprojects Limited,,
GRMOVER,GRM Overseas Limited,,
GROBTEA,The Grob Tea Company Limited,,
GROWW,Billionbrains Garage Ventures Limited,,
GRPLTD,GRP Limited,,
GRSE,Garden Reach Shipbuilders & Engineers Limited,,
GRWRHITECH,Garware Hi-Tech Films Limited,,
GSFC,Gujarat State Fertilizers & Chemicals Limited,,
GSLSU,Global Surfaces Limited,,
GSMFOILS,GSM Foils Limited,,
GSPCROP,GSP Crop Science Limited,,
GSPL,Gujarat State Petronet Limited,,
GSS,GSS Infotech Limited,,
GSTL,Globesecure Technologies Limited,,
GTECJAINX,G-Tec Jainx Education Limited,,
GTL,GTL Limited,,
GTLINFRA,GTL Infrastructure Limited,,
GTPL,GTPL Hathway Limited,,
GUFICBIO,Gufic Biosciences Limited,,
GUJALKALI,Gujarat Alkalies and Chemicals Limited,,
GUJAPOLLO,Gujarat Apollo Industries Limited,,
GUJENERGY,Gujarat Energy Limited,,
GUJRAFFIA,Gujarat Raffia Industries Limited,,
GUJTHEM,Gujarat Themis Biosyn Limited,,
GULFOILLUB,Gulf Oil Lubricants India Limited,,
GULFPETRO,GP Petroleums Limited,,
GULPOLY,Gulshan Polyols Limited,,
GURUNANAK,Gurunanak Agriculture India Limited,,
GVKPIL,GVK Power & Infrastructure Limited,,
GVPIL,GE Power India Limited,,
GVPTECH,GVP Infotech Limited,,
GVPTECHPP,GVP Infotech Limited,,
GVT_D,GE Vernova T&D India Limited,,
GYFTR,Gyftr Limited,,
HAL,Hindustan Aeronautics Limited,,
HALDER,Halder Venture Limited,,
HALDYNGL,Haldyn Glass Limited,,
HALEOSLABS,Haleos Labs Limited,,
HAPPSTMNDS,Happiest Minds Technologies Limited,,
HAPPY,Happy Steels Limited,,
HAPPYFORGE,Happy Forgings Limited,,
HARDWYN,Hardwyn India Limited,,
HARIOMPIPE,Hariom Pipe Industries Limited,,
HARRMALAYA,Harrisons Malayalam Limited,,
HARSHA,Harsha Engineers International Limited,,
HATHWAY,Hathway Cable and Datacom Limited,,
HATSUN,Hatsun Agro Product Limited,,
HAVELLS,Havells India Limited,,
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,,
HAWKINCOOK,Hawkins Cookers Limited,,
HBESD,HB Estate Developers Limited,,
HBLENGINE,HBL Engineering Limited,,
HBSL,HB Stockholdings Limited,,
HCC,Hindustan Construction Company Limited,,
HCG,HealthCare Global Enterprises Limited,,
HCLTECH,HCL Technologies Limited,,
HDBFS,HDB Financial Services Limited,,
HDFCAMC,HDFC Asset Management Company Limited,,
HDFCBANK,HDFC Bank Limited,,
HDFCLIFE,HDFC Life Insurance Company Limited,,
HDIL,Housing Development and Infrastructure Limited,,
HEADSUP,Heads UP Ventures Limited,,
HEALTHX,Health X Platform Limited,,
HECPROJECT,HEC Infra Projects Limited,,
HEG,HEG Limited,,
HEIDELBERG,HeidelbergCement India Limited,,
HEMIPROP,Hemisphere Properties India Limited,,
HERANBA,Heranba Industries Limited,,
HERCULES,Hercules Investments Limited,,
HERITGFOOD,Heritage Foods Limited,,
HEROMOTOCO,Hero MotoCorp Limited,,
HESTERBIO,Hester Biosciences Limited,,
HEXAGON,Hexagon Nutrition Limited,,
HEXATRADEX,Hexa Tradex Limited,,
HEXT,Hexaware Technologies Limited,,
HFCL,HFCL Limited,,
HGINFRA,H.G. Infra Engineering Limited,,
HGM,Handson Global Management (HGM) Limited,,
HGS,Hinduja Global Solutions Limited,,
HIGREEN,Hi-Green Carbon Limited,,
HIKAL,Hikal Limited,,
HILINFRA,Highway Infrastructure Limited,,
HILTON,Hilton Metal Forging Limited,,
HIMATSEIDE,Himatsingka Seide Limited,,
HINDALCO,Hindalco Industries Limited,,
HINDCOMPOS,Hindustan Composites Limited,,
HINDCON,Hindcon Chemicals Limited,,
HINDCOPPER,Hindustan Copper Limited,,
HINDMOTORS,Hindustan Motors Limited,,
HINDOILEXP,Hindustan Oil Exploration Company Limited,,
HINDPETRO,Hindustan Petroleum Corporation Limited,,
HINDUNILVR,Hindustan Unilever Limited,,
HINDWAREAP,Hindware Home Innovation Limited,,
HINDZINC,Hindustan Zinc Limited,,
HIRECT,Hirect Limited,,
HISARMETAL,Hisar Metal Industries Limited,,
HITECH,Hi-Tech Pipes Limited,,
HITECHCORP,Hitech Corporation Limited,,
HITECHGEAR,The Hi-Tech Gears Limited,,
HLEGLAS,HLE Glascoat Limited,,
HLVLTD,HLV Limited,,
HMAAGRO,HMA Agro Industries Limited,,
HMT,HMT Limited,,
HMVL,Hindustan Media Ventures Limited,,
HNDFDS,Hindustan Foods Limited,,
HOACFOODS,Hoac Foods India Limited,,
HOLMARC,Holmarc Opto-Mechatronics Limited,,
HOMEFIRST,Home First Finance Company India Limited,,
HOMESFY,Homesfy Realty Limited,,
HONASA,Honasa Consumer Limited,,
HONAUT,Honeywell Automation India Limited,,
HONDAPOWER,Honda India Power Products Limited,,
HPAL,HP Adhesives Limited,,
HPIL,Hindprakash Industries Limited,,
HPL,HPL Electric & Power Limited,,
HPTL,HP Telecom India Limited,,
HRHNEXT,HRH Next Services Limited,,
HSCL,Himadri Speciality Chemical Limited,,
HTMEDIA,HT Media Limited,,
HUBTOWN,Hubtown Limited,,
HUDCO,Housing and Urban Development Corporation Limited,,
HUHTAMAKI,Huhtamaki India Limited,,
HVAX,HVAX Technologies Limited,,
HYBRIDFIN,Hybrid Financial Services Limited,,
HYUNDAI,Hyundai Motor India Limited,,
IBLFL,IBL Finance Limited,,
IBULLSLTD,Indiabulls Limited,,
ICDSLTD,ICDS Limited,,
ICELCO,IC Electricals Company Limited,,
ICEMAKE,Ice Make Refrigeration Limited,,
ICICIAMC,ICICI Prudential Asset Management Company Limited,,
ICICIBANK,ICICI Bank Limited,,
ICICIGI,ICICI Lombard General Insurance Company Limited,,
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,,
ICIL,Indo Count Industries Limited,,
ICRA,ICRA Limited,,
IDBI,IDBI Bank Limited,,
IDEA,Vodafone Idea Limited,,
IDEAFORGE,ideaForge Technology Limited,,
IDEALTECHO,Ideal Technoplast Industries Limited,,
IDENTICAL,Identical Brains Studios Limited,,
IDFCFIRSTB,IDFC First Bank Limited,,
IEML,Indian Emulsifiers Limited,,
IEX,Indian Energy Exchange Limited,,
IFBAGRO,IFB Agro Industries Limited,,
IFBIND,IFB Industries Limited,,
IFCI,IFCI Limited,,
IFGLEXPOR,IFGL Refractories Limited,,
IGARASHI,Igarashi Motors India Limited,,
IGCL,Indogulf Cropsciences Limited,,
IGIL,International Gemological Institute Limited,,
IGL,Indraprastha Gas Limited,,
IGPL,I G Petrochemicals Limited,,
IIFL,IIFL Finance Limited,,
IIFLCAPS,IIFL Capital Services Limited,,
IITL,Industrial Investment Trust Limited,,
IKIO,IKIO Technologies Limited,,
IKS,Inventurus Knowledge Solutions Limited,,
IL_FSENGG,IL&FS Engineering and Construction Company Limited,,
IL_FSTRANS,IL&FS Transportation Networks Limited,,
IMAGICAA,Imagicaaworld Entertainment Limited,,
IMFA,Indian Metals and Ferro Alloys Limited,,
IMPAL,India Motor Parts & Accessories Limited,,
IMPEXFERRO,Impex Ferro Tech Limited,,
INA,Insolation Energy Limited,,
INCREDIBLE,Incredible Industries Limited,,
INDBANK,Indbank Merchant Banking Services Limited,,
INDGN,Indegene Limited,,
INDHOTEL,The Indian Hotels Company Limited,,
INDIACEM,The India Cements Limited,,
INDIAGLYCO,India Glycols Limited,,
INDIAMART,IndiaMART InterMESH Limited,,
INDIANB,Indian Bank,,
INDIANCARD,The Indian Card Clothing Company Limited,,
INDIANHUME,The Indian Hume Pipe Company Limited,,
INDIASHLTR,India Shelter Finance Corporation Limited,,
INDIFRA,Indifra Limited,,
INDIGO,InterGlobe Aviation Limited,,
INDIGOPNTS,Indigo Paints Limited,,
INDIGRID,Indigrid Infrastructure Trust,,
INDIQUBE,IndiQube Spaces Limited,,
INDNIPPON,India Nippon Electricals Limited,,
INDOAMIN,Indo Amines Limited,,
INDOBORAX,Indo Borax & Chemicals Limited,,
INDOCO,Indoco Remedies Limited,,
INDOFARM,Indo Farm Equipment Limited,,
INDOMIM,INDO-MIM Limited,,
INDORAMA,Indo Rama Synthetics (India) Limited,,
INDOSTAR,IndoStar Capital Finance Limited,,
INDOTECH,Indo Tech Transformers Limited,,
INDOTHAI,Indo Thai Securities Limited,,
INDOUS,Indo Us Bio-Tech Limited,,
INDOWIND,Indowind Energy Limited,,
INDPRUD,Industrial And Prudential Investment Company Limited,,
INDRAMEDCO,Indraprastha Medical Corporation Limited,,
INDSWFTLAB,Ind-Swift Laboratories Limited,,
INDTERRAIN,Indian Terrain Fashions Limited,,
INDUSINDBK,IndusInd Bank Limited,,
INDUSINVIT,Indus Infra Trust,,
INDUSTOWER,Indus Towers Limited,,
INFIBPP,AvenuesAI Limited,,
INFINIUM,Infinium Pharmachem Limited,,
INFLUX,Influx Healthtech Limited,,
INFOBEAN,InfoBeans Technologies Limited,,
INFOLLION,Infollion Research Services Limited,,
INFOMEDIA,Infomedia Press Limited,,
INFY,Infosys Limited,,
INGERRAND,Ingersoll-Rand (India) Limited,,
INM,Interiors & More Limited,,
INNOMET,Innomet Advanced Materials Limited,,
INNOVACAP,Innova Captab Limited,,
INNOVANA,Innovana Thinklabs Limited,,
INNOVISION,Innovision Limited,,
INOXGREEN,Inox Green Energy Services Limited,,
INOXINDIA,INOX India Limited,,
INOXWIND,Inox Wind Limited,,
INSECTICID,Insecticides (India) Limited,,
INSPIRE,Inspire Films Limited,,
INSPIRISYS,Inspirisys Solutions Limited,,
INTEGRITY,Integrity Infrabuild Developers Limited,,
INTELLECT,Intellect Design Arena Limited,,
INTENTECH,Intense Technologies Limited,,
INTERARCH,Interarch Building Solutions Limited,,
INTLCONV,International Conveyors Limited,,
INVENTURE,Inventure Growth & Securities Limited,,
INVICTA,Invicta Diagnostic Limited,,
INVPRECQ,Investment & Precision Castings Limited,,
IOB,Indian Overseas Bank,,
IOC,Indian Oil Corporation Limited,,
IOLCP,IOL Chemicals and Pharmaceuticals Limited,,
IONEXCHANG,Ion Exchange (India) Limited,,
IPCALAB,Ipca Laboratories Limited,,
IPHL,Indian Phosphate Limited,,
IPL,India Pesticides Limited,,
IPSL,Integrated Personnel Services Limited,,
IRB,IRB Infrastructure Developers Limited,,
IRCON,Ircon International Limited,,
IRCTC,Indian Railway Catering & Tourism Corporation Limited,,
IREDA,Indian Renewable Energy Development Agency Limited,,
